id,client_id,client_name,artisan_id,artisan_name,service_type,description,city,price,rating,latitude,longitude,created_at,updated_at,commune
129,CL-1343,User_1343,4369,Chaima_4369,Coiffure à Domicile,Coiffure à domicile.,Skikda,9082,4.7,36.7082508,6.7042844,2026-06-22 16:38:32,2026-06-26 16:38:32,Sidi Mezghiche
130,CL-1909,User_1909,1340,Rachid_1340,Maçon,Travaux de maçonnerie générale.,Skikda,11598,3.9,36.7003588,6.5076167,2026-01-29 07:33:50,2026-02-27 07:33:50,Oum Toub
131,CL-0205,User_0205,3068,Dalila_3068,Organisation d'événements,Planification et gestion d'événements.,Skikda,3128,3.8,36.5864148,6.9120702,2026-11-03 03:18:27,2026-11-19 03:18:27,Zerdaza
132,CL-1742,User_1742,2137,Nassima_2137,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,8445,4.8,36.9124122,6.4762934,2026-05-22 12:07:53,2026-06-19 12:07:53,Beni Zid
133,CL-1185,User_1185,1028,Marouane_1028,Antenniste,Installation et réglage d'antennes.,Skikda,7427,3.5,36.687176,6.9771347,2026-05-01 09:43:31,2026-05-09 09:43:31,El Ghedir
134,CL-0869,User_0869,3577,Marouane_3577,Charpentier,Travaux de charpente et structure.,Skikda,6580,3.8,36.9949643,6.3424894,2026-04-29 03:46:51,2026-05-17 03:46:51,Ouled Attia
135,CL-1830,User_1830,2886,Adem_2886,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,14427,4.8,36.8600024,7.2917539,2026-10-12 03:40:04,2026-11-06 03:40:04,Ben Azzouz
136,CL-0471,User_0471,1384,Ali_1384,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,10432,3.2,36.7044252,6.8563693,2026-02-14 10:12:28,2026-03-16 10:12:28,Salah Bouchaour
137,CL-1577,User_1577,482,Houda_482,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,9379,3.2,36.7331778,7.2219657,2026-12-10 16:42:36,2026-12-29 16:42:36,Aïn Charchar
138,CL-0738,User_0738,222,Fiza_222,Fabrication de parfums,Création artisanale de parfums.,Skikda,4733,4.5,36.4916761,6.939741,2026-03-09 17:52:30,2026-03-12 17:52:30,Ouled Hbaba
139,CL-1288,User_1288,1675,Selma_1675,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,9150,3.9,36.8801317,6.9077363,2026-11-15 05:23:40,2026-11-30 05:23:40,Skikda
140,CL-1033,User_1033,863,Younes_863,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,4248,3.2,37.0470382,6.4205306,2026-11-13 02:56:41,2026-11-27 02:56:41,Kanoua
141,CL-1065,User_1065,1052,Hakim_1052,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,4892,3.9,36.7331778,7.2219657,2026-01-10 08:16:00,2026-01-16 08:16:00,Aïn Charchar
142,CL-1130,User_1130,4947,Mounia_4947,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,10824,4.0,36.8600024,7.2917539,2026-02-26 00:06:58,2026-02-28 00:06:58,Ben Azzouz
143,CL-1819,User_1819,1692,Hocine_1692,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,12411,3.0,36.8200545,6.3880209,2026-11-07 21:08:50,2026-12-02 21:08:50,Ouldja Boulballout
144,CL-1542,User_1542,4676,Yousra_4676,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,10843,3.2,36.8600024,7.2917539,2026-07-30 05:04:40,2026-08-09 05:04:40,Ben Azzouz
145,CL-0458,User_0458,3976,Meriem_3976,Organisation d'événements,Planification et gestion d'événements.,Skikda,3909,4.0,36.8081951,6.5668371,2026-12-11 16:58:17,2026-12-22 16:58:17,Bin El Ouiden
146,CL-0577,User_0577,3627,Linda_3627,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,4222,3.3,36.9304439,6.5842202,2026-06-23 15:28:22,2026-06-25 15:28:22,Kerkera
147,CL-1270,User_1270,4306,Tahar_4306,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,11087,4.9,36.9097648,6.3403579,2026-03-02 08:10:40,2026-03-08 08:10:40,Oued Zehour
148,CL-1963,User_1963,1598,Adem_1598,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,13223,4.9,36.6195945,7.0645888,2026-07-13 21:53:01,2026-07-20 21:53:01,Es Sebt
149,CL-1649,User_1649,3137,Yasmine_3137,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11322,4.0,36.7558331,6.9259068,2026-04-13 09:59:42,2026-05-03 09:59:42,Ramdane Djamel
150,CL-1547,User_1547,695,Nour_695,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,5383,3.5,36.8600024,7.2917539,2026-06-04 03:57:31,2026-06-23 03:57:31,Ben Azzouz
151,CL-1799,User_1799,1659,Fayçal_1659,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,14357,4.6,36.7051396,6.8043312,2026-03-24 21:19:46,2026-04-18 21:19:46,Emdjez Edchich
152,CL-0678,User_0678,557,Adel_557,Carreleur,Pose et réparation de carrelage.,Skikda,13305,3.6,36.9304439,6.5842202,2026-04-06 19:26:38,2026-04-08 19:26:38,Kerkera
153,CL-0439,User_0439,4732,Nour_4732,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,8196,4.3,36.687176,6.9771347,2026-08-11 13:39:09,2026-08-15 13:39:09,El Ghedir
154,CL-1491,User_1491,933,Hichem_933,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,6002,4.6,36.8013181,6.461086944444444,2026-11-29 21:55:21,2026-12-06 21:55:21,Aïn Kechra
155,CL-0835,User_0835,3467,Sarah_3467,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,2119,4.7,36.8600024,7.2917539,2026-11-02 08:02:11,2026-11-30 08:02:11,Ben Azzouz
156,CL-1436,User_1436,1362,Chafik_1362,Chauffagiste,Installation et entretien de chauffage.,Skikda,6859,3.4,36.9949643,6.3424894,2026-02-07 23:49:32,2026-02-10 23:49:32,Ouled Attia
157,CL-1862,User_1862,2016,Amal_2016,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,8150,3.6,36.5864148,6.9120702,2026-04-11 22:28:24,2026-05-07 22:28:24,Zerdaza
158,CL-1360,User_1360,2734,Farid_2734,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,2031,4.6,36.6439118,6.6281274,2026-11-13 14:30:53,2026-11-21 14:30:53,Beni Oulbane
159,CL-1293,User_1293,2614,Anouar_2614,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2541,3.8,36.6195945,7.0645888,2026-04-25 21:07:56,2026-05-02 21:07:56,Es Sebt
160,CL-1600,User_1600,2456,Houda_2456,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,2444,3.1,36.4916761,6.939741,2026-06-03 14:15:29,2026-06-09 14:15:29,Ouled Hbaba
161,CL-0738,User_0738,3136,Amal_3136,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,11443,4.6,37.0017763,6.5133033,2026-05-03 02:22:19,2026-05-20 02:22:19,Cheraïa
162,CL-0646,User_0646,1100,Sarah_1100,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,2670,3.4,36.8003477,6.9805739,2026-06-22 05:58:12,2026-06-26 05:58:12,Beni Bechir
163,CL-0755,User_0755,882,Lounis_882,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,5707,3.8,37.0090418,6.2844786,2026-02-18 20:48:05,2026-03-09 20:48:05,Kheneg Mayoum
164,CL-1768,User_1768,4489,Sofiane_4489,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,6068,3.4,36.4916761,6.939741,2026-04-13 19:37:08,2026-05-01 19:37:08,Ouled Hbaba
165,CL-0927,User_0927,789,Farid_789,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,13152,3.9,36.6939025,7.3105409,2026-03-23 20:51:04,2026-03-27 20:51:04,Bekkouche Lakhdar
166,CL-0005,User_0005,4762,Hichem_4762,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,13975,3.0,36.9124122,6.4762934,2026-05-01 00:55:24,2026-05-11 00:55:24,Beni Zid
167,CL-1137,User_1137,4479,Chiraz_4479,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,2625,3.9,36.687176,6.9771347,2026-02-19 20:16:14,2026-02-23 20:16:14,El Ghedir
168,CL-1862,User_1862,162,Racha_162,Coiffure à Domicile,Coiffure à domicile.,Skikda,8109,3.3,36.9949643,6.3424894,2026-03-27 05:13:08,2026-04-13 05:13:08,Ouled Attia
169,CL-0270,User_0270,741,Dalila_741,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,9749,3.4,36.4916761,6.939741,2026-03-07 22:21:16,2026-03-26 22:21:16,Ouled Hbaba
170,CL-1747,User_1747,1766,Hakim_1766,Charpentier,Travaux de charpente et structure.,Skikda,12740,4.9,36.8013181,6.461086944444444,2026-11-15 00:57:37,2026-11-19 00:57:37,Aïn Kechra
171,CL-1660,User_1660,1841,Abderrahmane_1841,Charpentier,Travaux de charpente et structure.,Skikda,9333,4.7,36.7331778,7.2219657,2026-04-28 00:29:01,2026-05-04 00:29:01,Aïn Charchar
172,CL-1197,User_1197,4148,Fiza_4148,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,9659,4.0,36.9888886,6.4592299,2026-09-03 07:06:27,2026-09-04 07:06:27,Zitouna
173,CL-0918,User_0918,1450,Tarek_1450,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,2086,4.2,36.8600024,7.2917539,2026-08-29 06:12:01,2026-09-06 06:12:01,Ben Azzouz
174,CL-1974,User_1974,47,Brahim_47,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,13740,4.9,36.7082508,6.7042844,2026-12-01 10:28:38,2026-12-24 10:28:38,Sidi Mezghiche
175,CL-0165,User_0165,2229,Manal_2229,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,8551,4.5,36.6043041,6.7323529,2026-07-03 16:57:09,2026-07-21 16:57:09,Aïn Bouziane
176,CL-1802,User_1802,2856,Kamel_2856,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,11357,4.4,36.8081951,6.5668371,2026-12-13 06:52:55,2026-12-27 06:52:55,Bin El Ouiden
177,CL-1599,User_1599,4684,Hichem_4684,Électricien,Installation et maintenance électrique.,Skikda,12504,3.5,36.7051396,6.8043312,2026-02-18 11:18:39,2026-02-19 11:18:39,Emdjez Edchich
178,CL-1336,User_1336,3424,Kenza_3424,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,6514,3.7,36.8801317,6.9077363,2026-10-05 23:31:43,2026-10-20 23:31:43,Skikda
179,CL-1602,User_1602,3014,Dina_3014,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,11435,4.0,36.7082508,6.7042844,2026-04-03 20:51:17,2026-04-09 20:51:17,Sidi Mezghiche
180,CL-1439,User_1439,4492,Amine_4492,Plombier,Réparation et installation de plomberie.,Skikda,4916,3.6,36.8252292,6.8890251,2026-03-18 21:25:30,2026-04-04 21:25:30,El Hadaiek
181,CL-0861,User_0861,3394,Houda_3394,Organisation d'événements,Planification et gestion d'événements.,Skikda,14219,3.2,36.8600024,7.2917539,2026-04-06 01:43:46,2026-04-10 01:43:46,Ben Azzouz
182,CL-1080,User_1080,1670,Farouk_1670,Ébéniste,Création et restauration de meubles.,Skikda,12960,4.4,36.9097648,6.3403579,2026-04-21 11:46:35,2026-05-02 11:46:35,Oued Zehour
183,CL-0643,User_0643,3003,Sami_3003,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,3360,4.2,36.7558331,6.9259068,2026-09-05 05:08:44,2026-09-15 05:08:44,Ramdane Djamel
184,CL-1895,User_1895,201,Anouar_201,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,5631,3.1,36.6043041,6.7323529,2026-12-12 18:45:38,2026-12-28 18:45:38,Aïn Bouziane
185,CL-0442,User_0442,4795,Hakim_4795,Antenniste,Installation et réglage d'antennes.,Skikda,3753,4.8,36.9124122,6.4762934,2026-01-08 21:09:11,2026-01-29 21:09:11,Beni Zid
186,CL-1701,User_1701,998,Hamza_998,Charpentier,Travaux de charpente et structure.,Skikda,12391,4.5,36.7003588,6.5076167,2026-07-05 22:34:38,2026-08-01 22:34:38,Oum Toub
187,CL-1252,User_1252,4147,Sabrina_4147,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,6938,4.8,36.7003588,6.5076167,2026-07-11 06:06:35,2026-08-10 06:06:35,Oum Toub
188,CL-0007,User_0007,2232,Lounis_2232,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,6142,3.8,36.7051396,6.8043312,2026-05-06 14:22:24,2026-05-08 14:22:24,Emdjez Edchich
189,CL-1685,User_1685,2232,Lounis_2232,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,6142,3.8,36.7051396,6.8043312,2026-05-06 14:22:24,2026-05-08 14:22:24,Emdjez Edchich
190,CL-1570,User_1570,4874,Hana_4874,Fabrication de parfums,Création artisanale de parfums.,Skikda,2059,3.7,36.687176,6.9771347,2026-05-11 07:56:45,2026-05-11 07:56:45,El Ghedir
191,CL-1132,User_1132,398,Chaima_398,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,2580,4.6,36.6439118,6.6281274,2026-07-23 07:07:49,2026-08-21 07:07:49,Beni Oulbane
192,CL-0233,User_0233,4332,Malika_4332,Organisation d'événements,Planification et gestion d'événements.,Skikda,11515,3.2,36.8200545,6.3880209,2026-07-22 12:07:36,2026-07-26 12:07:36,Ouldja Boulballout
193,CL-1337,User_1337,1559,Sofia_1559,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,12248,3.1,36.6514052,6.8360907,2026-06-23 12:28:53,2026-06-24 12:28:53,El Harrouch
194,CL-0190,User_0190,4786,Wissal_4786,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,3552,4.0,36.7558331,6.9259068,2026-11-15 18:30:29,2026-11-16 18:30:29,Ramdane Djamel
195,CL-0985,User_0985,395,Hana_395,Fabrication de parfums,Création artisanale de parfums.,Skikda,4076,3.4,36.9949643,6.3424894,2026-07-11 08:12:24,2026-07-31 08:12:24,Ouled Attia
196,CL-1380,User_1380,1802,Zaki_1802,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,14284,4.3,36.8441177,6.929106,2026-07-16 11:40:30,2026-08-03 11:40:30,Hamadi Krouma
197,CL-0492,User_0492,1087,Manal_1087,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,1781,4.3,36.8081951,6.5668371,2026-11-09 20:13:27,2026-12-01 20:13:27,Bin El Ouiden
198,CL-0421,User_0421,3508,Zohra_3508,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,6618,4.5,36.7082508,6.7042844,2026-03-25 03:18:34,2026-03-29 03:18:34,Sidi Mezghiche
199,CL-0864,User_0864,1775,Tahar_1775,Antenniste,Installation et réglage d'antennes.,Skikda,8354,4.4,36.687176,6.9771347,2026-10-24 09:47:41,2026-10-28 09:47:41,El Ghedir
200,CL-0255,User_0255,3959,Tarek_3959,Chauffagiste,Installation et entretien de chauffage.,Skikda,9608,3.6,36.8361791,6.6427952,2026-06-19 12:21:10,2026-06-26 12:21:10,Tamalous
201,CL-0698,User_0698,2559,Walid_2559,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,14673,4.7,36.9888886,6.4592299,2026-06-21 22:22:43,2026-07-19 22:22:43,Zitouna
202,CL-1085,User_1085,3488,Fayçal_3488,Plombier,Réparation et installation de plomberie.,Skikda,7279,5.0,37.0310788,7.2566883,2026-05-17 14:49:48,2026-05-22 14:49:48,El Marsa
203,CL-1820,User_1820,2540,Nabil_2540,Carreleur,Pose et réparation de carrelage.,Skikda,7427,4.3,36.687176,6.9771347,2026-04-09 14:28:48,2026-05-05 14:28:48,El Ghedir
204,CL-0216,User_0216,2241,Hana_2241,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,14597,4.8,36.8600024,7.2917539,2026-05-19 10:58:29,2026-06-14 10:58:29,Ben Azzouz
205,CL-0283,User_0283,4193,Chaima_4193,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,5931,4.6,36.7044252,6.8563693,2026-10-06 23:16:33,2026-10-17 23:16:33,Salah Bouchaour
206,CL-0583,User_0583,1363,Yousra_1363,Fabrication de parfums,Création artisanale de parfums.,Skikda,13622,3.5,36.8003477,6.9805739,2026-07-20 00:55:35,2026-07-28 00:55:35,Beni Bechir
207,CL-1946,User_1946,4989,Feriel_4989,Coiffure à Domicile,Coiffure à domicile.,Skikda,3138,3.4,36.6195945,7.0645888,2026-03-17 08:49:51,2026-03-20 08:49:51,Es Sebt
208,CL-0956,User_0956,3746,Mounir_3746,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,8420,3.5,36.8168179,6.780452,2026-02-22 12:49:01,2026-03-21 12:49:01,Bouchtata
209,CL-1434,User_1434,2928,Bilal_2928,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,13443,3.7,36.7003588,6.5076167,2026-01-04 02:28:34,2026-01-23 02:28:34,Oum Toub
210,CL-0827,User_0827,3218,Tarek_3218,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,4881,4.5,36.7003588,6.5076167,2026-04-13 04:56:01,2026-04-14 04:56:01,Oum Toub
211,CL-0245,User_0245,658,Zaki_658,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,4361,3.8,37.0090418,6.2844786,2026-03-07 07:24:42,2026-04-02 07:24:42,Kheneg Mayoum
212,CL-1578,User_1578,3509,Zaki_3509,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,7271,4.8,36.7003588,6.5076167,2026-08-25 21:01:07,2026-09-01 21:01:07,Oum Toub
213,CL-1383,User_1383,731,Manal_731,Coiffure à Domicile,Coiffure à domicile.,Skikda,3551,3.5,36.5864148,6.9120702,2026-04-10 14:11:31,2026-04-25 14:11:31,Zerdaza
214,CL-1971,User_1971,4067,Mokhtar_4067,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,7465,4.0,36.7044252,6.8563693,2026-02-22 00:12:40,2026-03-11 00:12:40,Salah Bouchaour
215,CL-1549,User_1549,2479,Sarah_2479,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,5256,4.9,36.7558331,6.9259068,2026-01-20 15:09:09,2026-02-11 15:09:09,Ramdane Djamel
216,CL-1609,User_1609,4539,Chaima_4539,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,7818,3.1,36.9304439,6.5842202,2026-08-27 09:35:51,2026-08-31 09:35:51,Kerkera
217,CL-0066,User_0066,2493,Younes_2493,Carreleur,Pose et réparation de carrelage.,Skikda,2080,3.1,36.8441177,6.929106,2026-06-08 02:49:40,2026-06-15 02:49:40,Hamadi Krouma
218,CL-1223,User_1223,2431,Asma_2431,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,4093,3.2,36.7331778,7.2219657,2026-08-24 03:59:00,2026-09-19 03:59:00,Aïn Charchar
219,CL-0447,User_0447,3924,Younes_3924,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,2369,4.3,36.4916761,6.939741,2026-09-18 21:11:50,2026-09-25 21:11:50,Ouled Hbaba
220,CL-0017,User_0017,4175,Samira_4175,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,12536,4.9,36.8976496,7.0548176,2026-10-20 02:38:15,2026-11-07 02:38:15,Filfila
221,CL-1600,User_1600,4659,Khaled_4659,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,2079,3.6,36.8600024,7.2917539,2026-03-14 03:31:06,2026-03-19 03:31:06,Ben Azzouz
222,CL-1969,User_1969,849,Wassim_849,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,3060,4.4,36.4916761,6.939741,2026-04-07 15:16:13,2026-04-28 15:16:13,Ouled Hbaba
223,CL-0946,User_0946,3563,Meriem_3563,Coiffure à Domicile,Coiffure à domicile.,Skikda,13518,3.1,37.0065806,6.5690345,2026-10-21 08:49:25,2026-10-28 08:49:25,Collo
224,CL-0850,User_0850,3667,Karim_3667,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,3506,4.7,36.8801317,6.9077363,2026-10-16 19:58:01,2026-10-25 19:58:01,Skikda
225,CL-0134,User_0134,2964,Lina_2964,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,4046,4.6,36.9949643,6.3424894,2026-08-27 01:33:33,2026-09-24 01:33:33,Ouled Attia
226,CL-1268,User_1268,4578,Racha_4578,Organisation d'événements,Planification et gestion d'événements.,Skikda,13341,3.3,36.8600024,7.2917539,2026-04-22 22:34:00,2026-05-19 22:34:00,Ben Azzouz
227,CL-0788,User_0788,1247,Nour_1247,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,13183,3.9,36.4916761,6.939741,2026-07-15 12:32:39,2026-07-27 12:32:39,Ouled Hbaba
228,CL-1742,User_1742,1635,Reda_1635,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,6975,4.5,36.8801317,6.9077363,2026-08-23 13:55:10,2026-09-10 13:55:10,Skikda
229,CL-1722,User_1722,199,Fatima_199,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,7651,4.6,36.8976496,7.0548176,2026-12-06 19:51:20,2026-12-24 19:51:20,Filfila
230,CL-1187,User_1187,1454,Yousra_1454,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11130,3.6,36.8801317,6.9077363,2026-09-05 04:52:33,2026-09-15 04:52:33,Skikda
231,CL-1158,User_1158,3732,Mustapha_3732,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,10479,4.9,36.6514052,6.8360907,2026-11-16 03:58:15,2026-12-14 03:58:15,El Harrouch
232,CL-1695,User_1695,313,Racha_313,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,10432,3.6,36.8976496,7.0548176,2026-10-28 21:44:53,2026-11-03 21:44:53,Filfila
233,CL-0489,User_0489,533,Siham_533,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,11388,3.1,36.8252292,6.8890251,2026-08-24 01:28:51,2026-09-11 01:28:51,El Hadaiek
234,CL-0427,User_0427,2925,Ilyes_2925,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,5475,4.9,37.0017763,6.5133033,2026-05-30 13:52:28,2026-06-04 13:52:28,Cheraïa
235,CL-0220,User_0220,779,Zaki_779,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,5060,3.9,36.6195945,7.0645888,2026-07-11 03:15:58,2026-07-31 03:15:58,Es Sebt
236,CL-0669,User_0669,3179,Ines_3179,Coiffure à Domicile,Coiffure à domicile.,Skikda,3143,3.4,36.8801317,6.9077363,2026-01-04 16:41:20,2026-01-26 16:41:20,Skikda
237,CL-1140,User_1140,3771,Kamel_3771,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,7738,3.0,36.7792138,7.1724216,2026-04-13 03:40:55,2026-04-28 03:40:55,Djendel Saadi Mohamed
238,CL-0040,User_0040,4011,Sofia_4011,Organisation d'événements,Planification et gestion d'événements.,Skikda,6860,4.3,37.0310788,7.2566883,2026-05-22 09:40:13,2026-06-04 09:40:13,El Marsa
239,CL-0973,User_0973,312,Adel_312,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,3364,3.4,36.9949643,6.3424894,2026-04-22 19:31:31,2026-04-27 19:31:31,Ouled Attia
240,CL-0907,User_0907,1364,Sofia_1364,Coiffure à Domicile,Coiffure à domicile.,Skikda,14680,4.0,36.7558331,6.9259068,2026-03-22 00:42:15,2026-03-23 00:42:15,Ramdane Djamel
